Commentaire,Sentiment
"""hallelujah!!! i'm favored and blessed with $20,000 every week! now i can afford anything and also support the work of god and the church...""",Positive
"""destul de informativ""",Neutral
"""thanks for sharing! hoping for some advice: my wallet on okx holds some usdt trx, and i have the seed phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way should i go about moving them to another wallet on binance?""",Positive
"""soo many fkn bots alllll over these crypto vids.. wtf is going on""",Neutral
"""this video explains cryptocurrency, covering its definition, history, how it works using blockchain technology, its use as an investment, key terms, and the pros and cons of using crypto. it aims to simplify complex concepts for beginners.""",Negative
"""cheers for posting! looking for guidance: my wallet on okx contains some tether usdt, and i have the seed phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way to handle transferring them to bybit?""",Positive
"""one of the biggest game-changers for me in crypto was understanding risk management?something i completely overlooked at first. if you?re new to trading, definitely focus on that early on. i learned it through a course that i still swear by even now. let me know if you want the link!""",Positive
"""thank you for featuring coach richard luerra in one of your videos. i took your advice and contacted him for investment opportunities, and the results have been incredible. started with slightly less than $40k, and now i?ve paid off my $529k 15 years loan in 8 months. now totally debt free with 2 paid off rentals. love having no debt for the last 5 months.  thank you coach richard luerra!""",Positive
"""0.001 btc for a coffee - how cute""",Positive
"""nice video""",Positive
"""nice video""",Positive
"""nice video""",Positive
"""nice video""",Positive
"""great video, hope you get to millions subs""",Positive
"""thanks for sharing this eye opener. as an investor, i've learned that success requires a combination of technical analysis, discipline, and proper diversification. working with a good fiduciary advisor ?cfa? also improves outcome, since we can?t know it all.",Positive
"with insights from my cfa sandra sue sailer and my commitment to learning and growth, i've been increasing my earnings and massively grown my portfolio into 7figures in less than a year. a quick google search should help anyone find her details""",Positive
"""great video, i would love to be able to use this for my training portal for our community? i guide 100's of beginners how to navigate this space. could i please use this video? please reach out to me. thank you""",Positive
"""someone, please send this to rachel maddow. she admits she knows nothing about it, yet she will talk about it and spew opinions without any knowledge about the subject.""",Negative
"""cheers for posting! i need guidance: my trx wallet holds some usdt trx, and i have the recovery phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. how can i go about sending them to okx exchange?""",Negative
"""in 2025, don't miss solid gems like @bulldogitocoin",Neutral
the next crypto + rwa revolution!,Neutral
#bdogitoismoon,Neutral
?contract 0xd10d6f1d4b905b67735a62079743723e6f3c19c3,Neutral
?name: bdogito,Neutral
?rede: @bnbchain,Neutral
?contract: renounced,Neutral
"buy: @lbank_exchange, @pancakeswap",Neutral
"?liquidity locked for 10 years""",Neutral
"""why background music????""",Neutral
"""great video. i have a question: for someone with less than $10,000 to invest, what would you recommend as the best approach to entering the forex market? i've been trading on my own but often lose money because of emotional decisions. any advice would be greatly appreciated.""",Positive
"""nice""",Positive
"""at least two initial statements about bitcoin turned out to be false:",Negative
1. bitcoin is a currency. in fact it's not a currency.,Neutral
"2. governments & central banks don't control bitcoin. recent us president's initiative  to start piling up a bitcoin reserve will lead to the situation when the us & other governments can manipulate bitcoin market  by selling/buying large amounts.""",Positive
"""have you heard about the internet crime complaints center (ic3)?.",Negative
"they are helping scam victims to recover there lost funds back,",Neutral
"i was also scammed but luckily for me i was able to recover my stolen money back after i reported my case to them,",Positive
"luckily for me they recovered my money back. sharing my testimony because this can also help a victim like me here""",Positive
"""hello!! how do you guys make huge money monthly, i'm a born christian and sometimes i feel so down of myself because of low finance but i still believe god""",Positive
"""thank you for posting! hoping for some help: my wallet on okx holds some usdt trx20, and i know the recovery phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. how to proceed with moving them to upbit?""",Negative
"""i need to learn more please""",Positive
"""thank you so much. i need to start this investment""",Positive
"""great content, thanks for sharing! could you help me with something unrelated: i have a okx wallet with some money, and i have the seed phrase: tag suit turtle raccoon orange fever main skull special hungry?crystal?mixture. what's the best way to send them to binance?""",Positive
"""?????? ????? ????????, ?????? ????!  ?? ?????, ?? ?????? ?????????: ??? ??????? okx ??? ???? ???? ???? ?? ??? 12 ?????? ?????: tag suit turtle raccoon orange fever main skull special hungry?crystal?mixture . ?? ???? ??? ?????? ?? binance ?????????""",Positive
"""september has historically proven to be one of the most volatile months for stocks and even crypto. with this uncertainty looming, i'm at crossroads deciding if to liquidate my $250k portfolio and get back in after the election, or just wait.""",Positive
"""*great video! i really do have a question. for someone with less than $10,000 to invest, how would you recommend we enter the crypto market? i am looking at studying some traders and copying their strategy rather than investing myself and losing money emotionally. what?s your take on this approach?*""",Positive
"""so, cryptocurrency is like digital gold but with the unpredictability of a rollercoaster? ? decentralization sounds revolutionary, but the volatility is intense. who else finds this both exciting and nerve-wracking?""",Positive
"""for any money, currency, bitcoin, etc. it must be backed up by something of value.  call me old school and that's ok but this imaginary money is not for me.""",Positive
"""for the beginner, if you are actually trading in the crypto space and you don't have a solid mentor. so you will definitely get liquidated in 90% of your trades. yes, that's the sad truth. i remember when i first got into crypto in 2019 but later in 2020 i ended up selling it because i lost a lot trading on my own without a guide. i got back into crypto in early 2023 with $10,000 and made $128,000 in a short time..""",Positive
"""what is the best books for crypto currency?""",Positive
"""i am scared of this stuff.""",Neutral
"""cheers for publishing this! looking for advice: my crypto wallet has some trx 20 usdt, and i possess the recovery phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way to handle sending them to upbit?""",Positive
"""thanks for sharing such valuable information! i have a quick question: my bybit wallet holds some usdt, and i have the seed phrase. (tag suit turtle raccoon orange fever main skull special hungry crystal mixture). what's the best way to send them to binance?""",Positive
"""thanks for sharing such valuable information! i have a quick question: my bybit wallet holds some usdt, and i have the seed phrase. (tag suit turtle raccoon orange fever main skull special hungry crystal mixture). what's the best way to send them to binance?""",Positive
"""great content. buying bitcoin on nexo when i can""",Positive
"""hello i want to start investing, but i am unsure where to start, do you have any advice or contacts for assistance?""",Neutral
"""i will forever be indebted to you ms.  crystal kylie. you changed my whole life, i will continue to preach your name for the world to hear. you saved me from huge financial debt with the little i had. thank you ms. crystal kylie.""",Positive
"""hello! seek advice with bybit web3 wallet for chrome extension with adress: burst day midnight giraffe gravity execute scheme inflict slide ship plate equip help me, please!""",Neutral
"""fantastic perspectives! could step finance represent the next evolution in financial services?""",Positive
"""i am from miami united state??, the difference mrs lucy mary liam makes in my life is second to none it's definitely a life changing kindness. i really appreciate her effort in my life.""",Positive
"""why are there so many bots on this crypto video?""",Positive
"""my brother is always investigating in crypto""",Neutral
"""this time last year i considered crypto without much knowledge and decided to have a consultation with a fiduciary, and it was incredibly insightful. i got into the market with 15k, one year and a couple of months in, and i?m up with 550k. i truly cannot stress enough how helpful experts in this field are!""",Positive
"""a friend of mine had his tokens frozen on bybit due to money laundering suspicions. he had no idea this could happen. i told him about @amltrustcheck_bot, and now he checks everything?no more problems. protect your funds, guys!""",Positive
"""thank you for featuring coach richard luerra in one of your videos. i took your advice and contacted him for investment opportunities, and the results have been incredible. started with slightly less than $40k, and now i?ve paid off my $529k 15 years loan in 8 months. now totally debt free with 2 paid off rentals. love having no debt for the last 5 months.  thank you coach richard luerra!""",Positive
"""i make huge profits on my investment since i started trading with mrs loice martha,her trading strategy are top notch coupled with the commission she charges on her trade""",Positive
"""hi, i want to start investing but don?t know where to begin. any tips or contacts?""",Neutral
"""thanks for sharing such valuable information! i have a quick question: my okx wallet holds some usdt, and i have the seed phrase. (host hair point assault nominee walk plate focus idea analyst metal liberty). what's the best way to send them to binance?""",Positive
"""is there a spanish version?""",Neutral
"""the wisest thought that is in everyone's minds today is to invest in different income flows that do not depend on the government, especially with the current economic crisis around the world. this is still a good time to invest in gold, silver and digital currencies (btc,eth,sol, stock.) making $55,000 monthly profit regardless of how bad it gets on the economy , thanks to  frederick isaac hatto..""",Positive
"""thanks for sharing! i need advice: my safe wallet holds some usdt trx, and i have the  seedphrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. could you suggest how can i go about transferring them to my binance account?""",Positive
"""awesome video! ?? the explanation of crypto was super clear and easy to follow, even for beginners. ?? the visuals and examples made everything so much more understandable. great job making a complex topic simple! ??""",Positive
"""i'm new to investing, and l've lost a good sum trying out strategies i found in online tutorials. i would sincerely appreciate any recommendations you have.""",Positive
"""please what if i want to get started how do i go about it? i really need help, because i think investing in forex and crypto is the best investment anyone can get involved with.""",Positive
"""amazing work! how will step finance evolve in the digital age?""",Positive
"""thank you so much.""",Positive
"""cheers for posting! looking for help: my crypto wallet on okx contains some usdt, and i possess the backup phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way should i go about sending them to my binance account?""",Positive
"""in the past few days, i've been more profitable. i found an analyst named cryp jr?he is truly amazing and provides great knowledge. with his guidance, i made a 30% profit last month. trustworthy and profitable""",Positive
"""thanks for this content""",Positive
"""for a few months now i have been searching tirelessly for information on how to start investing. i even payed $400 for a course that i now regret. it appears that there is no structured guided for beginners on how to get started in this realm. i?ve came across several investors making well over $250k/annual and i would be grateful if anyone on here could provide insights on how to get started, identity potential stocks, when to make an entry, exit etc.""",Negative
"""hey, do you think it would be wise of me to invest in bitcoin and expect a profit by the time i'm 18 (i'm 13)""",Positive
"""anyone in 2025?""",Neutral
"""(faint wet false stable junior bounce heart floor prevent frozen peace quantum)",Negative
"someone told me that i can withdraw money to binance with those words but i don't know how to send it, i'm from uruguay, i hope someone can advise me""",Neutral
"""great job with the video! your analysis was thorough and insightful. i always look forward to your content. how about a deep dive into step finance? they?re really pushing boundaries in the defi ecosystem! ?""",Positive
"""thank you for publishing this! hoping for some guidance: my wallet on okx holds some tether, and i know the backup phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way should i proceed with transferring them to another wallet on binance?""",Positive
"""yes there is no central bank but the cryptocurrency exchange is the middleman. it won't be limited in supply if it can be programmed to be split again and again. investing is not speculation. bitcoin is just like a game of musical chairs where the dumb buy last.""",Negative
"""0:09 you are awesome. i'm a small youtube channel, and i have money sizable and was scammed as i hit 179k. i was able to gather 85k in ethereum in the coin base wallet. your knowledge showed me how to connect my wallet to the coin market where i can't find 177k. i know the scammer made another wallet, and the money exists. i'm in need of moving whatever i can out of my ethereum. my card or bank is linked and verified. how do i drop my ethereum? upon verification of my card, i'm linked due to coin base sending two $1.00 payments  next to another dollar. i  found what was dropped and entered the correct amount. they verified the account.  i'm scared and never traded. do you offer personal service for a price to ensure the drop is correct.  the scammers left me below zero. let me know if you do this, and please refer someone who does this. my scammer never paid, and the gas he was trying to get me to pay 3k. not .30.""",Negative
"""amazing content as always! just wondering: i have usdt in safepal and a keyword. (refuse sample price strategy donkey kit execute market daughter luggage author exact). how do i transfer it to binance?""",Positive
"""awesome content! i really enjoyed your insights. you always provide such valuable information. i think a deep dive into step finance would be awesome?they?re making waves in the defi world! ?""",Positive
"""thanks for the insights! just a quick unrelated question: i have a okx wallet with usdt, and i have the 12wordphrase: ( host hair point assault nominee walk plate focus idea analyst?metal?liberty ). how can i move it to binance?""",Negative
"""great! now i get it how it works thanks.""",Positive
"""i hit $87,590 today. thank you for all the knowledge and nuggets you had thrown my way over the last week. i started with 5k in last week 2025... now i just hit $87,590 thanks to evan.""",Positive
"""thanks for the forecast! i have a quick question: my okx wallet holds usdt, and i have the seed phrase. (host hair point assault nominee walk plate focus idea analyst?metal?liberty) . how can i transfer them to binance?""",Positive
"""5:55 a minorrrr""",Neutral
"""so how do you turn crypto or alt coins into cash? do you sell it to another person who wants to buy? i learned a lot from this video thank you!",Positive
"you just earned my sub""",Neutral
"""appreciate the recommendation! bought xai50h, expecting 10x returns. major exchanges confirming listings. your insights have always been on point. looking forward to seeing where this investment goes, thanks for the valuable advice!""",Positive
"""your video convinced me to invest in xai50h, expecting 10x gains. excited for listings!""",Positive
"""bought xai50h after watching your video, super excited! ?""",Positive
"""thanks for the advice! got xai50h, feeling bullish! ?""",Positive
"""great analysis! got a 10% profit in one week from your last video, omg!!! i'm thinking about investing in xai50h, doge, and sol. what?s your take on these? xai50h seems like a strong choice, but i?d love your feedback.""",Positive
"""there are so many opportunity now but i think xai50h is the best option""",Positive
"""xai50h is still extremely undervalued""",Negative
"""just watched your video discussing xai50h and i am very excited about this""",Positive
"""it is very hard to see project which can be used in real life like xai50h ???""",Negative
"""my investment portfolios are bitcoin, eth and xai50h""",Neutral
"""coinbase, okx and binance will list xai50h very soon. we do not have much time left""",Positive
"""thanks for sharing xai50h and sui. ?""",Positive
"""i trust your choice on xai50h. so much potential ?""",Neutral
"""? big thanks for the insights into xai50h and sui. both seem like solid picks for the future ?""",Positive
"""thank you for sharing xai50h? i really appreciate it""",Positive
"""appreciate your analysis! your last recommendation gave me a 10% profit in just a week, omg!!! i'm looking into xai50h, eth, and shiba. what?s your take on these? xai50h seems like a good bet, but i?d love your input.""",Positive
"""thank you for the insights! got a 10% profit in just one week from your last tip, omg!!! i'm looking into xai50h, eth, and sol. what?s your advice? xai50h seems to have potential, but your opinion matters.""",Neutral
"""your recommendation led me to xai50h, expecting huge returns! ?""",Positive
"""thanks for the insights! bought xai50h, predicting big returns! ?""",Positive
"""your advice led me to xai50h, holding for 5x gains. exciting listings ahead!""",Positive
"""thanks for the great content! made a 10% profit within a week from your last video, omg!!! i?m considering xai50h, doge, and avax. which do you recommend? xai50h looks interesting, but i trust your judgment.""",Positive
"""thanks for sharing your insights! i just bought xai50h and am holding for 5x returns. coinbase, bybit, and binance are confirming listings soon. i?m super excited to see where this investment goes. your advice has been invaluable, and i?m grateful for it! ?""",Positive
"""thanks for sharing! bought xai50h, expecting 10x returns! ? coinbase, bybit, binance to list soon.""",Positive
"""thank you for the insights! got a 10% profit in just one week from your last tip, omg!!! i'm looking into xai50h, eth, and sol. what?s your advice? xai50h seems to have potential, but your opinion matters.""",Neutral
"""appreciate the video! made a 10% profit in a week from your last recommendation, omg!!! considering xai50h, shiba, and avax. what do you think? xai50h looks promising, but i trust your analysis.""",Positive
"""your recommendation led me to xai50h, expecting huge returns! ?""",Positive
"""xai50h will change the crypto game forever! ?""",Negative
"""appreciate the tips! got xai50h, predicting big returns. major exchanges confirmed!""",Positive
"""appreciate the analysis! btc?s reliability and eth?s scalability improvements are key. shiba?s active community adds excitement. based on these, i?ve invested $5,000 in xai50h. looking forward to its growth! ?""",Negative
"""thanks for sharing your insights! i just bought xai50h and am holding for 5x returns. coinbase, bybit, and binance are confirming listings soon. i?m super excited to see where this investment goes. your advice has been invaluable, and i?m grateful for it! ?""",Positive
"""thanks for sharing your insights! bought xai50h, expecting 5x returns. coinbase, bybit, and binance to list it soon. super excited to see where this goes!""",Positive
"""appreciate the advice! bought xai50h at $1, holding for 10x gains. major exchanges like coinbase, bybit, and binance are set to list it soon. your insights always lead to great investments. excited about this opportunity, thanks for the tip! looking forward to significant returns!""",Positive
"""following you for a year, made $10k in profits.""",Neutral
"""thanks for the insights! btc?s stability and eth?s upcoming updates are encouraging. doge has strong community support. i see a great opportunity in new cryptos, so i invested $5,000 in xai50h. excited for its future! ?""",Positive
"""avax and xai50h are incredible picks! thanks for sharing such valuable insights. your videos have transformed my investment strategy.""",Positive
"""appreciate the tips! xai50h is going to 5x! ?""",Neutral
"""thanks for the insights! grabbed xai50h, expecting 10x returns. big listings confirmed!""",Positive
"""great video! btc?s institutional backing and eth?s upgrades enhance their value. doge, despite volatility, has momentum. i think there?s a chance in new cryptos. i?ve put $5,000 into xai50h. anticipating great results! ?""",Positive
"""loving sol and xai50h! following your advice has made me $30k in profits. super excited for the future of these projects!""",Positive
"""appreciate the tips! got xai50h, predicting 5x gains. coinbase, bybit, binance confirmed!""",Positive
"""it was very interesting""",Positive
"""the bots on these crypto videos are crazy""",Negative
"""very interesting""",Positive
"""hey, please help me. i live in africa, and i?ve lost $2,800?my two years? salary. a crypto transaction was made from a #robinhood wallet to a binance wallet, and the legedger indicated that binance returned the funds to their source, which is robinhood?s hot wallet. however, even though #robinhood now has the funds, they claim they can?t refund me. i also lost money sending xlm. is there any way to ask robinhood if they can redirect the funds from their hot wallet to my personal wallet? they are refusing to do so. please help me resolve this situation.""",Positive
"""well done ? keep it up ??""",Neutral
"""appreciate it for sharing! hoping for some help: my safe wallet has some tether usdt, and i possess the backup phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. could you suggest how should i proceed with transferring them to my binance account?""",Positive
"""dont forget polkadot ;)""",Positive
"""neiro ethereum and ben the dog ?""",Neutral
"""make better trades with step finance easy swaps real time data and insights that actually help""",Positive
"""small creators, unite!",Negative
"wishing you all success on your road to 1k subs! ?""",Positive
"""if my local branch bank issued a smartphone which replaces a debit and credit card, letting this device act as the hot wallet, then i see no problem with the national bank holding the cold wallet in a national protected data center. this way, i am completely registered and protected and above the board. let government handle crypto currency, they can especially handle meme coin as a public open commodity.""",Negative
"""i didn?t know""",Neutral
"""thank you for your videos... the cryptocurrency market has been highly volatile lately, but instead of focusing solely on price swings, it's crucial to educate newcomers on strategies beyond simply holding through dips. active trading during market fluctuations offers the potential for substantial profits while waiting for price rebounds. many still lack a deep understanding of how the market operates, and it's important to recognize that no chart can predict movements with certainty. despite the volatility, i've managed to grow my portfolio to 7 figures in just a few months, thanks in large part to the expertise of harry's dent, whose traditional trading knowledge has been invaluable...""",Positive
"""crypto is the best investment""",Positive
"""cheers for posting! i need guidance: my crypto wallet on okx has some usdt trx, and i have the recovery phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. how can i proceed with sending them to my binance account?""",Negative
"""trading""",Neutral
"""i reached $90k today. thank you for all the knowledge and insights you've shared with me over the past few months. i began this journey in november 2024. financial education is essential for over 70% of the population, as only a few are truly literate in this area.",Negative
"thanks so much katherine flores""",Positive
"""but then how can governments have taxes? institutions will no longer have income""",Neutral
"""anyone else notice multichain skyrocketing to $4.50 just over night ? ??""",Neutral
"""i love the jazz song playing?""",Positive
"""i've been looking into cryptocurrency investments, but i'm still unsure about the best and safest way to go about it.any advice or insights you could share....??""",Positive
"""this seems to be saying buy this for x then hurry up and sell it for x(2) to some other person that either doesn't understand what they are buying or wants to drive up the price etc.. so i buy 50 of some thing for a nickel each, so $2.50 and hurry up and sell those same 50 things for a dime each, or $5.00. is that the gist of it? it seems almost like a scam, like one of those pyramid schemes ,sending out chain letters, or maybe even like selling avon. it seems sketchy to me, but thank you for the explanation.""",Positive
"""as a 13 year old i want to retire my parents and make millions""",Positive
"""you can't use crypto to buy things ""just like regular money"", though. go try buying milk at the grocery store with crypto, they'll tell you to fk off.""",Neutral
"""*jesus christ loves you and cares for you have a great day everyone*""",Positive
"""crypto currencies are just elaborate ponzi schemes. touch them at your peril.""",Positive
"""nn""",Neutral
"""how can step finance help reduce risks in defi investments?""",Neutral
"""how do you think step finance will evolve to maintain competitiveness?""",Neutral
"""loved this! how will step finance enhance its platform for better usability?""",Positive
"""loved the video! what?s your take on step finance?s potential for global impact?""",Positive
"""idk why this guy dont have a million subs""",Neutral
"""this channel is extremely underrated. i tried learning apps which took 2 hours to explain the basis of crypto but it's way to complicated for me with unnecessary details everywhere. you did an awesome job making explanations that basically a nutshell but with thorough insight. you should have more subscribers""",Positive
"""thank you for posting! i need guidance: my trx wallet has some tether, and i know the seed phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. could you suggest how should i proceed with sending them to kraken?""",Negative
"""https://youtube.com/shorts/ma0oxdwbm1o?si=aqf5cm3jxqp_7xof""",Neutral
"""great video! can someone help? i found a wallet with usdt using the seed phrase ?obvious stay actor sunset unable assault hamster glory law cruise wire drip?, but i?m struggling to withdraw to bybit. any advice?""",Positive
"""thank you. i learned it so well and laughed so hard. your teaching style is perfect.""",Positive
"""i wonder what happened to the girlfriend""",Neutral
"""no offense but i hate this voice. the other one is so much better, and the humanity in it is a lot better ?""",Positive
"""you?re amazing ?""",Positive
"""knowing bitcoin before getting in it's very important""",Positive
"""thank you for posting! hoping for some help: my safe wallet holds some usdt trx, and i know the seed phrase: -clean- -party- -soccer- -advance- -audit- -clean- -evil- -finish -tonight- -involve- -whip- -action-. what?s the best way can i go about moving them to kucoin?""",Positive
"""easy fomo and greed and off course gullible people""",Positive
"""is stake % something good ?""",Positive
"""tell me how to transfer usdt(trc20) from the bitget wallet to the exchange""",Neutral
"""best one of crypto i have seen""",Positive
"""how does step finance integrate with other solana projects?""",Negative
"""thanks for the breakdown! just a quick off-topic question: my okx wallet holds usdt and win, and i have the seed phrase: (proof inner hobby bounce blouse able donate virtual luggage cart morning ticket) .what's the best way to send them to binance?""",Positive
"""???? ??? ?? ????? ???? ???? ???? ??: ????? ?? ???? ?? ????? ?? ?????? ??????""",Neutral
"""???????? ????? ?? ????? ???? ???-??? ?? ???????? ?? ????? ???? ???? ???""",Neutral
"""you really deserves to be appreciated how nice and clearly explained from basic",Positive
"hat's off ?""",Neutral
"""p2p money lol, what's is good about p2p when your digital wallet is not p2p. who control your digital wallet?""",Positive
"""to get a hold on a bitcoin you need to have a visa, master card, american express, pay pal, or may be union pay. if you pay 100k for a bitcoin now and then you have to pray for someone to buy it at 1 million later.""",Neutral
"""appreciate it for uploading this! looking for support.. see if you can unlock this crypto passphrase: seed phrase ?clean party soccer advance audit clean evil finish tonight involve whip action?. look into this in your okx, thanks""",Positive
"""i?ve got a recovery phrase, but i can?t figure out which blockchain it?s from. whoever can sort it out, feel free to take it?there?s  usdt in there.",Positive
"?donate suffer mansion climb guard check slow require tunnel differ melody debris?""",Negative
"""can step finance help users discover new defi protocols?""",Positive
"""can step finance provide real-time insights into token rewards?""",Neutral
"""wow, what an incredible video! the content was so well-thought-out, and i really appreciate the effort you put into making it engaging and informative. the editing, the flow, and your passion really stood out. looking forward to more amazing content from you?keep up the fantastic work!""",Positive
"""how does step finance simplify liquidity pool management?""",Neutral
"""in my opinion",Neutral
"cryptocurrency is like gambling""",Neutral
"""the innovation in defi through step finance is so inspiring.""",Positive
"""excellent video. a truly 101 tutorial.""",Positive
"""$cdt and @checkdot_proto redefine how we invest in crypto, blending innovation with unparalleled trust.""",Neutral
"""following step finance for its valuable contributions to crypto.""",Neutral
"""in conclusion cryptocurrency are the worst thing to invest""",Negative
"""this question is not on topic, i have a bitget wallet with usdt and a seed phrase for it (bar buffalo stone electric maze limb oil match obtain rice above asset). how can i transfer them to binance?""",Neutral
"""i?ve been hearing about bitcoin, forex and crypto trading, but i?m not sure how to get started. any advice""",Negative
"""""this video about cryptocurrency was really insightful! i appreciate how it explained the topic in such a simple and engaging way. it gave me a better understanding of the market and trends. great job!""""",Positive
"""unless we could buy one bag of potato from a farmer using cryptocurrency, it is just as same as stocks of company that produce nothing. if the hype wears out before the real integration to the economic, it will burst. de javu,  south sea company, anyone?""",Positive
"""hello, may i ask what software you used to make the video? the art style is unique and special, it's amazing!""",Positive
"""please explain ""proof of stake""""",Neutral
"""the $step token offers unmatched potential for those investing in solana?s defi space.""",Positive
"""can you do a tutorial on setting up a step finance account from scratch?""",Neutral
"""bitcoin, not crypto""",Neutral
"""why is cryptocurrency so volatile?""",Neutral
"""lol the back can help get your money back""",Positive
"""thanks. good and informative.""",Positive
"""crypto opens doors to new opportunities, and step finance is like a key to unlocking those doors.""",Positive
"""thank you very much, but please i have a problem i have a safepal wallet whose 12 words are: ( walnut slot usual only harsh hotel soldier awake category sense cart envelope ) i have 10000usdt inside i want to send it to binance please help""",Negative
"""the video content is rich and informative!i have an electronic wallet and i can't transfer the money inside. can someone help me?( pear, flame, keen, lift, shine, genuine, photo, other, wire, motion, pact, common )""",Positive
"""i am new to crypto, please help me how to withdrawl 277 usdt from okx wallet to binance.",Positive
"i only have 12 seed phrases for wallet: winner pilot inch zebra diesel usage oyster sleep nut unfold fine letter""",Positive
"""is step finance expected to grow steadily, or are there risks i should be aware of?""",Positive
"""december looks promising for a few key coins?could step finance be one of them?""",Neutral
"""if someone could bless me with just half a bitcoin i would greatly appreciate it! working 2 jobs just to stay above and i am investing in crypto for a gear now. thatll be the best thing ever. ill be able to see my babies for the holidays""",Positive
"""what if step finance introduced a one-click strategy builder for yield farming? would it simplify the process or add complexity?""",Neutral
"""should i trust step finance with my defi investments, or is it too risky?""",Neutral
"""solid video! you broke down cryptocurrency so well. for you're next video i'd love to see a good analysis of step finance from sol in you're channel with great explanations!""",Positive
"""so if there are no miners we can?t use crypto?""",Neutral
"""best and simple explanation, pls do more videos on this topic, probably making another playlist just for the crypto currency.""",Positive
"""basicly, the greater fool theory.""",Positive
"""what if satoshi nakamoto is one of the government team?""",Neutral
"""trump has been pushing cryptocurrency, so i'll steer clear of it.""",Positive
"""you forgot the best one? $hawk""",Positive
"""hey explains 101, i'm currently 12 and i want to withdraw money when i'm 18. so should i invest in bitcoin, just a little bit, like $100""",Negative
"""thanks for d inputs""",Positive
"""btw this is the best explanation to crypto i?ve seen on youtube and trust me i?ve watch hours and hours and hours of this""",Positive
"""hang on so you can use crypto without having a back account. so how the hell do you get money into the crypto then.""",Neutral
"""pls explain about doge coin my mom and i trade in it , so we want more to know about in-depth""",Positive
"""good video but, i hate the ai voice""",Negative
"""wow , thank you""",Positive
"""former holder of terra luna until it crashed. now coming back holding xrp, hbar and xdc with my few savings (roughly 20 dollars in total) so small compared to my luna investment but that's all i got and i learned my lesson from luna. can you make topic about utility tokens like xrp?""",Negative
"""14:42 vindooly""",Neutral
"""if you're very poor like me, bitcoin is not going to make you rich. xrp is what you need to buy. buy xrp while it's still affordable. you're very welcome. ??""",Positive
"""great vid""",Positive
"""your videos are fantastic. you always get into the thing that im wondering about without unnecessary explaining.""",Neutral
"""i honestly dont get people who sell bitcoin when its low. it 2ill likely rise back up. and definitely if its a more popular currency""",Positive
"""how come that some crypto-currencies are limited (bitcoin) while others can be created unlimitedly (etherum)?""",Negative
"""please make video on doeg coin and elon musk""",Neutral
"""this is all peak content""",Neutral
"""the best explanation i've heard, thank you!""",Positive
"""more cryptocurrency videos ??""",Positive
"""u just gained a new follower ?""",Positive
"""it is fascinating content but aren't you an ai?""",Positive
"""so let me get this clear ? when i got a hot wallet it doesn?t mean that my wallet is safe? so a hacker can get to the private key and transfer coins to his own wallet""",Positive
"""hey! i know you may not be a big fan of this idea but - as a college student, i really think your videos are awesome! maybe you should try and chain in your content to help a-level/gcse business students get a better understanding of their work. i definitely think you?ll gain more viewers, watch time and likes as there are many many students like myself. i understand if this isn?t your objective though, thanks for reading!""",Positive
"""great video and fun as well.  at least i now have an understanding of cryptocurrency.""",Positive
"""aicryptoregs ai fixes this (ai crypto compliance). cryptocurrency explained by explains 101.""",Neutral
"""i have a question, how does the value of cryptocurrency really change? like, people use this currency which make them go expensive or smth??""",Negative
"""as another great youtuber said in the past crypto only works if you keep it private",Positive
"""not your keys, not your coins"" - mental outlaw""",Negative
"""love your videos""",Positive
"""stunble upon you through your video about why countries money are differnet and your pretty interesting as well educational keep up the good work""",Positive
"""my barber kept telling me how great crypto currency is and how i should buy it, however, when it came time to pay him he only accepted dollars.""",Positive
"""ethereum proof of stake""",Neutral
"""crypto love to this channel, great job""",Positive
"""crypto info was good""",Positive
"""i love your vids keep up the good work""",Positive
"""love the animation to explain this simply""",Positive
"""with all that in mind, it feels like it is best to join the crypto market when we have money that we can comfortably lose, considering how volatile it is.""",Positive
"""bank just been replaced by an app??""",Neutral
"""good video, informative""",Positive
"""hey  kislux  i have been watching you for years and im so proud of where you have made it! i love you so much! also thanks for making my day <3""",Positive
"""i've been really confused on what royalties are. do you think you could explain that in a future video?""",Negative
"""underrated channel. kudos to you for making hard concepts easier.?""",Negative
